Generation,BestSolution, Average in Solution
1,10471,15289.85
2,10466,15601.94
3,10418,15506.48
4,10349,15152.7
5,10349,15221.23
6,10349,15311.08
7,10349,15464.94
8,10349,15769.38
9,10349,16213.12
10,10349,16419.77
11,10349,16278.09
12,10349,16526.17
13,10349,16314.89
14,10349,16272.01
15,10349,16319.04
16,10349,16407.04
17,10349,16277.79
18,10349,16442.53
19,10349,16579.34
20,10349,16431.16
21,10349,16262.04
22,10349,16508.89
