Generation,BestSolution, Average in Solution
1,221335.29,251728.74
2,221335.29,251636.74
3,217955.49,250796
4,217955.49,249760.94
5,211966.550000001,248842.86
6,211966.550000001,247339.29
7,211425.06,247265.34
8,211425.06,247999
9,211425.06,248298.49
10,211425.06,248599.19
11,211425.06,248687.16
12,208668.100000001,247726.94
13,203513.27,246031.82
14,203513.27,246340.32
15,202632.83,244788.22
16,200680.06,238027.89
